text,user,location,date
RT @kylegriffin1: Breaking: The FDA has expanded its emergency use authorization for Pfizer-BioNTech's COVID-19 vaccine booster shots to in?€?,CraigLiddell58,"Florida, USA",12-Dec-2021
"RT @DirectorJiYoung: Take a listen to some of my brave friends asking Dr. Lee Savio Beers questions about the COVID-19 vaccine. 

We all kn?€?",Dinosgurl,"Ohio, USA",12-Dec-2021
RT @Virg21Nicholls: Japan is NOT mandating vaccines. Its government has instructed employers NOT to force staff to get vaccinated or to dis?€?,AmericanJO22,United States,12-Dec-2021
RT @TOWiU2: Covid-19: Whatever happened to the Novavax vaccine? https://t.co/OgtnQVHmii $nvax,chipflare,United States,12-Dec-2021
RT @KimberlyEAtkins: It?€?s time for a set of air-travel policies durable enough to work despite variations in COVID-19 transmissibility and?€?,sarsummerfield,USA,12-Dec-2021
"RT @birb_k: BE LIKE JAPAN. Two ways, then see results.
1) Vaccination principles: Informed consent, completely voluntary, no pressure, no m?€?",Stayinformed1NJ,"New Jersey, USA",12-Dec-2021
This solution omits 17% of the US population. If over 65 (or so) got Covid-19 prior to vaccine they would die. Don?€??€? https://t.co/EnuuFk8X0L,GMgal,United States,12-Dec-2021
RT @zerohedge: German Schoolchildren Subjected To 'Ritual Humiliation' Over Their Vaccine Status https://t.co/XdzUpjP3hF,SlangeVarDave,USA,12-Dec-2021
RT @zerohedge: German Schoolchildren Subjected To 'Ritual Humiliation' Over Their Vaccine Status https://t.co/XdzUpjP3hF,RangerfaninKS,"Kansas, USA",12-Dec-2021
RT @zerohedge: German Schoolchildren Subjected To 'Ritual Humiliation' Over Their Vaccine Status https://t.co/XdzUpjP3hF,kevn_cobb,"Georgia, USA",12-Dec-2021
RT @_davidlimbrick: I?€?ve spoken many times about Japan and they deserve special mention for their respect for human rights during the pande?€?,OneVerseBlurb,United States,12-Dec-2021
RT @_EthanGrey: Why was forgoing a life-saving vaccine worth it? Why was the logic of ?€?This will greatly lower your chances of dying from C?€?,master_deli,United States,12-Dec-2021
"RT @_Kheri_: ""I am not anti-vaccine, because I wrote the vaccination policy for France for a great many years. But the problem is that the?€?",USA9112001,United States,12-Dec-2021
"BE LIKE JAPAN. Two ways, then see results.
1) Vaccination principles: Informed consent, completely voluntary, no pr?€? https://t.co/6W0DbjSkHj",birb_k,USA,12-Dec-2021
"@F3Fishwrap @brianhadley66 @ my daughter is a Virologist and works on Pfizer Vaccine.
The other flu vaccine is offe?€? https://t.co/jUOagBa3vB",LinwoodBolles,"Charlotte, NC USA",12-Dec-2021
RT @InformedNJNurse: Pfizer and BioNTech said Wednesday that two doses of their COVID-19 vaccine ?€?may not?€? offer sufficient protection agai?€?,carlanettles,"Arkansas, USA",12-Dec-2021
"Katina Lang-Lindsey, PhD, recognized w Presidential Volunteer Service Award for advancing AAKP's COVID risk educati?€? https://t.co/moGFDEdThl",KidneyPatients,United States,12-Dec-2021
"Despite the arrival of the Omicron variant in the United States, Americans should be able to safely spend time with?€? https://t.co/UA5zuiToNe",WebMD,USA,12-Dec-2021
"Robert F. Kennedy, Jr. - No, the COVID-19 vaccine is not the deadliest vaccine ever made  https://t.co/6ewgN0kza1",PennslytckySue,"Florida, USA",12-Dec-2021
Vietnam?€?s Thanh Hoa province suspended using Pfizer?€?s Covid-19 vaccine batch after more than 120 students were hosp?€? https://t.co/lpKY88wfBB,Sheltieman3,"Georgia, USA",12-Dec-2021
RT @6abc: Philadelphia City Hall sources confirmed to Action News that there are discussions between leaders that a vaccine mandate might g?€?,SandyGirl4Him,"Pennsylvania, USA",12-Dec-2021
"RT @wiljoncra: Planned a decade or two ...ago...
All about  a vaccine wipe out...
Plenty info...Bill, FaUCi, Joe and Others...
WHO,CDC ,Big?€?",1MFollowers7,United States ,12-Dec-2021
I won't make my company enforce vaccine mandates. CEOs should trust their employees. https://t.co/DNxpVOJJG0 https://t.co/uVJAcSUVXm,USACONTESTSONL1,United States,12-Dec-2021
RT @Virg21Nicholls: Japan is NOT mandating vaccines. Its government has instructed employers NOT to force staff to get vaccinated or to dis?€?,goldinvestor123,"California, USA",12-Dec-2021
"RT @business: Facing a winter surge in Covid-19 infections, NY Governor Kathy Hochul announced that masks will be required in all indoor pu?€?",finbarvano,USA-NY-CO-MA-FL,12-Dec-2021
"RT @ANI: A 20-year-old man from Italy, who landed in India on Nov 22 &amp; was diagnosed with COVID on Dec 1, has tested positive for #Omicron?€?",paldeshpal,"New York, USA",12-Dec-2021
RT @HHSGov: Amanda thought she?€?d never see her family again after she spent 11 days intubated in a hospital with COVID-19. Her biggest regr?€?,bebephat,"New York, USA",12-Dec-2021
"RT @karol: I hear a lot of optimism over @ericadamsfornyc. Today would be a great day for the incoming mayor to say ""I will reverse this in?€?",Moms4EDFreedom,United States,12-Dec-2021
"I know the evil this country can do to it citizen, taken the expired covid-19 vaccine , thousand would have been co?€? https://t.co/s7DIMvv6rT",goldiology,"South Carolina, USA",12-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,YourGrowFriend,"Maine, USA",12-Dec-2021
RT @AmerAcadPeds: Flu season is here and COVID-19 is still circulating. Get the flu vaccine and do your part to protect your loved ones and?€?,RobinCogan,"New Jersey, USA",12-Dec-2021
RT @Virg21Nicholls: Japan is NOT mandating vaccines. Its government has instructed employers NOT to force staff to get vaccinated or to dis?€?,so_damn_lucky_,"Virginia, USA",12-Dec-2021
We doing this now? Dang. Authorities believe that the man got 10 COVID-19 vaccine shots because he was doing so on?€? https://t.co/bs65BxPQN7,hempyhope,"Virginia, USA",12-Dec-2021
"RT @bell00david: Gov of Japan COVID-19 vaccine information. Normal.

?€?No vaccination will be given without consent. Please do not force any?€?",doctorliono,"Arizona, USA",12-Dec-2021
Bayern Munich star Joshua Kimmich says he WILL now take Covid-19??vaccine https://t.co/hhn4SqrgIb,NewsOfAmerica4,United States,12-Dec-2021
Passenger #railroad service company #Amtrak will be cutting down on some of its services due to the labor shortage?€? https://t.co/JqznMTbV3s,vision_times,United States,12-Dec-2021
RT @newsmax: A Washington state senator critical of Democrat Gov. Jay Inslee's vaccine mandates is reportedly missing for weeks after contr?€?,becky34821045,"Texas, USA",12-Dec-2021
RT @JanVanPotgieter: Nithi i test ye Covid-19 is R500 but the vaccine is free??????????????,Bhut_Lullo,"New York, USA / Cape Town  ",12-Dec-2021
RT @GovLarryHogan: Maryland has now surpassed the major milestone of vaccinating 90% of all adults. Getting vaccinated against COVID-19 con?€?,SapnaKmd,"Maryland, USA",12-Dec-2021
I wonder...the highly effective Sputnik V vaccine. https://t.co/TKuXvaqM3Z,JohnFahey11,"Tennessee, USA",12-Dec-2021
"RT @DrJohnB2: ""Patients presenting with increased bruising, in the setting of recent COVID-19 vaccine administration, should be screened fo?€?",carlanettles,"Arkansas, USA",12-Dec-2021
"Practice 3 W's: wear a mask, wash your hands, watch your distance.

Live COVID-19 safe. Avoid crowds and poorly ven?€? https://t.co/z4acRluFvB",cnmichcc,United States,12-Dec-2021
Biden Admin Seeks Quick Reversal of Order Blocking COVID-19 ?€?Vaccine?€? Mandate https://t.co/WvBjYvqcJ4 THE BASTARDS?€? https://t.co/LyTKqUYd10,idartist45,"Idaho, USA",12-Dec-2021
"RT @mphanon1: ""Vaccination will only be given with the consent of the person to be vaccinated after the information provided. Please get va?€?",communisensu,"Carolinas, USA",12-Dec-2021
"RT @CDCgov: As of December 9, 2021, 23 states have announced #COVID19 cases caused by the Omicron variant. As the weather gets colder and p?€?",PINKYPIE41,"Alabama, USA",12-Dec-2021
RT @bufftyf: @disclosetv The long term effects of COVID-19 and the Vaccine will start popping up over the course of years. I still don't kn?€?,LauraGowens2,United States,12-Dec-2021
"RT @middleageriot: If you are an adult who dies from COVID-19 because you refused to take the vaccine for political reasons, the virus didn?€?",JME0918,"Illinois, USA ",12-Dec-2021
"RT @GoConquerNow: @disclosetv Genuine question: Is there a link between the COVID-19 vaccine and footballers collapsing?

https://t.co/vkHJ?€?",LauraGowens2,United States,12-Dec-2021
RT @EmmaSayle: Please help me understand this. I am double vaccinated. Last month I was ill with COVID-19. I passed it onto my family. Ther?€?,buscarlaverdad7,"Florida, USA",12-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,gnatsstang,"Illinois, USA",12-Dec-2021
RT @BakkahPubs: NEW: Shaykh Abu Anwar Salim ibn 'Abdillah Bamehriz @saobamehriz (may Allah bless &amp; preserve him) offers important advice ab?€?,Muab_0906,"New Jersey, USA",12-Dec-2021
"RT @OldManLefty1: Cmdr. Lucian Kins, has been fired from his job as the executive officer of a warship because he refused to get a COVID-19?€?",debc17593354,"Michigan, USA",12-Dec-2021
"RT @MayorBowser: Carter was one of the first kids in DC to get his COVID-19 vaccine, and after getting his second dose at @MarysCenter, he'?€?",1746_blythefan,USA,12-Dec-2021
"RT @KXAN_News: As a growing number of Americans learn they?€?ve contracted the omicron variant, Austin-Travis County health leaders are askin?€?",DaVivian2,USA,12-Dec-2021
"RT @bird_skadoo99: For a Virus that has a ZERO Mortality rate among children under 18!

`             &gt;Z E R O&lt;

'...Study found a mortalit?€?",kentacket,"Kentucky, USA",12-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,magloirebetty,"Florida, USA",12-Dec-2021
"Anti-Vaxxers and Science Deniers- Not Getting Vaccinated Will Doom Control of COVID-19 : #vaccination, #vaccine,?€? https://t.co/A4svgYDrRr",mkrivich," USA, Illinois, Chicago",12-Dec-2021
"RT @RealErinCruz: How is it that a vaccine that works so well is so bad at doing it?€?s purported job? Remember, flu vaxx been out for DECADE?€?",JoeC1776,USA,12-Dec-2021
"RT @OldManLefty1: Cmdr. Lucian Kins, has been fired from his job as the executive officer of a warship because he refused to get a COVID-19?€?",CarlosTryidero,"New York, USA",12-Dec-2021
"RT @AZDHS: Words to live by. In October, unvaccinated people in Arizona were 15.2 times more likely to die from #COVID19 than vaccinated in?€?",carol_hargrave,"Arizona, USA",12-Dec-2021
"RT @OldManLefty1: Cmdr. Lucian Kins, has been fired from his job as the executive officer of a warship because he refused to get a COVID-19?€?",Connie96647565,"California, USA",12-Dec-2021
"RT @calvinrobinson: This is all coming out because Moderna wants to cut the US (NIAID/NIH) out of patent rights

They're exposing themselve?€?",Hill06278781,United States,12-Dec-2021
RT @GetVaxAnswers: A COVID-19 vaccine can help protect your child and your whole family from getting COVID-19. Talk to your pediatrician or?€?,rainyinportland,United States,12-Dec-2021
@RealityCzar1 one of her sources https://t.co/GQfiejrAXc,BraxtonKai,"DFW, Texas, USA",12-Dec-2021
"As of 4:20am EDT 12/12/21

797,179 Dead Americans.
414 died from Covid-19 in the past 21 hrs.
1918 Spanish Flu deat?€? https://t.co/vNyl4ntzGM",QuealyJ,United States of America,12-Dec-2021
RT @CambsCC: Don?€?t let the most wonderful time of the year turn into the worst. #HelpSleighCovid by getting the covid vaccine ?€? it will red?€?,mikeflawn1,USAF,12-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,NorthAmericaNN,"Mississippi, USA",12-Dec-2021
"YES!!! And Dr. Peter McCullough is back on Twitter if you aren't already following him!  ???????? Below pic

Article:?€? https://t.co/D56Mkfcdse",CovidMemo,United States,12-Dec-2021
"History made, millions saved: One year later, 'surreal' moments of COVID-19 vaccine debut live on https://t.co/eKNiN3TqWh",MSN,"Redmond, WA, USA",12-Dec-2021
RT @BNODesk: Dutch website owner arrested for selling material which allowed people to avoid getting the COVID-19 vaccine by infecting them?€?,inforenique,"Arkansas, USA",12-Dec-2021
"RT @DirectorJiYoung: Take a listen to some of my brave friends asking Dr. Lee Savio Beers questions about the COVID-19 vaccine. 

We all kn?€?",MandyKilpatric4,"Montana, USA",12-Dec-2021
"...P.S. I surfed to that FB vaccine info page, and sure enough, this meme is 'PARTLY FALSE', as Rudolph has INDEED?€? https://t.co/9kXE3MtRlE",RFNagel,"Crystal River, Florida USA",12-Dec-2021
"Needless to say, the BALD HAMSTER of FARTbook has tagged this meme with a ""(F) Visit the COVID-19 Information Cente?€? https://t.co/aatui1jN5B",RFNagel,"Crystal River, Florida USA",12-Dec-2021
RT @MaryanneDemasi: The ???@US_FDA??? doubles down asking a federal judge to further delay the full release of Pfizer?€?s COVID-19 vaccine data.?€?,Deeenst,United States,12-Dec-2021
"RT @drdenwalker: Has anyone given thought as to how this will be paid for?

More Than 8.43 Billion Shots Given: Covid-19 Vaccine Tracker ht?€?",llosauro,"Florida, USA",12-Dec-2021
RT @EmmaSayle: Please help me understand this. I am double vaccinated. Last month I was ill with COVID-19. I passed it onto my family. Ther?€?,FawnxxxDoe,"California, USA",12-Dec-2021
"RT @mphanon1: ""Vaccination will only be given with the consent of the person to be vaccinated after the information provided. Please get va?€?",smokeydogg777,USA,12-Dec-2021
RT @BakkahPubs: NEW: Shaykh Abu Anwar Salim ibn 'Abdillah Bamehriz @saobamehriz (may Allah bless &amp; preserve him) offers important advice ab?€?,umm_rk_Mariam,"New Jersey, USA",12-Dec-2021
RT @BNODesk: Dutch website owner arrested for selling material which allowed people to avoid getting the COVID-19 vaccine by infecting them?€?,realist_ron,USA,12-Dec-2021
"RT @Formidious: @GetVaxAnswers Well, looky here at what's in them vaccines:
https://t.co/YELNZUYlf8",PoloniaForTrump,USA,12-Dec-2021
RT @CTVVancouver: The B.C. Centre for Disease Control has added a new chart to its COVID-19 Surveillance Dashboard that helps visualize the?€?,Alt_Rogue_,United States,12-Dec-2021
"World leaders do know that instead of being hypocrites, they could merely?€?let their populations live instead of for?€? https://t.co/X90lsxtAm5",champgains,United States,12-Dec-2021
"RT @VietnamNewsVNS: Rollout of COVID-19 vaccine boosters begins in HCM City

https://t.co/cWIFExLJ0G https://t.co/sitqkuHBYN",DanJack45260569,"Florida, USA",12-Dec-2021
RT @DrEricDing: ??????Time for VE data?€?2 shot vaccine effectiveness against symptomatic #Omicron is not good. ????????data says 2 doses isn?€?t strong?€??€?,DraAztrid,"California, USA",12-Dec-2021
"Ron Johnson is saying that mouthwash can kill Covid 19. First, call him Ron John. Second, why is it everything exce?€? https://t.co/23NKEcQ6Fp",ReeshaHasha,United States,12-Dec-2021
RT @GetVaxAnswers: A COVID-19 vaccine can help protect your child and your whole family from getting COVID-19. Talk to your pediatrician or?€?,KKMeOnly1,"New York, USA",12-Dec-2021
"Secret Agreement Formed by US Government to Own 'Vaccine' During COVID-19's First Origins
""There you have it. The U?€? https://t.co/Tma0o3gz88",Citizen817,United States,12-Dec-2021
