text,location,date
"RT @InformedNJNurse: Overall, 49% of the consumers who had kids age 5-11 did not want them to get the COVID-19 vaccine","Puerto Rico, USA",01-Dec-2021
"RT @cleveland19news: Marcus Lamb, anti-vaccine Christian broadcaster, dies after COVID-19 infection https://t.co/eUG1dEv1xO","Ohio, USA",01-Dec-2021
Scheduled my COVID-19 vaccine booster for Dec 14?€? and I?€?m gonna be joining the ranks of J&amp;J-Pfizer hybrid lizard pe?€? https://t.co/IbPvxC4lOo,"Maine, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","New Hampshire, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Illinois, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","New Jersey, USA",01-Dec-2021
RT @delbigtree: Once again BIDEN?€?S VXXEEN MANDATE IS RULED ILLEGAL.  But you can?€?t knock a guy for trying to rob you of your civil libertie?€?,"California, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","NH, USA",01-Dec-2021
"@RepSwalwell @HouseGOP @CDC 10128 dead (USA) from CoVID19 vaccines????
https://t.co/IXTwY9jnlu

@WHO where nearly 172?€? https://t.co/n3UjWx7my7","North Carolina, USA",01-Dec-2021
"RT @seattletimes: The Washington State Department of Health formally launched WA Verify, a digital COVID-19 vaccine verification tool, last?€?",USA ohio ,01-Dec-2021
"RT @medpagetoday: A doctor in Germany has been criminally charged after giving about 20,000 people a homemade COVID-19 vaccine. Via @thehil?€?","Massachusetts, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Kentucky, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Ohio, USA",01-Dec-2021
"RT @Smooch10046744: 26-YEAR-OLD MAN DIED 12 DAYS AFTER RECEIVING THE PFlzer C0VlD VAXZZINE, THE??NZ HERALD ??REPORTS 

Rory James Nairn had h?€?",|???? ????????(EST) E Coast USA ????|,01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Florida, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?",USA,01-Dec-2021
A new kind of COVID-19 vaccine is about to roll out around the world. Although it won't replace the highly successf?€? https://t.co/PSOI7qvpTj,"Lakeport, New Hampshire, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Florida, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","California, USA",01-Dec-2021
"RT @Smooch10046744: 26-YEAR-OLD MAN DIED 12 DAYS AFTER RECEIVING THE PFlzer C0VlD VAXZZINE, THE??NZ HERALD ??REPORTS 

Rory James Nairn had h?€?",USA,01-Dec-2021
"I wish people understood the long-term ramifications of not getting vaccinated. And also, I?€?m worried about countri?€? https://t.co/lAF15Xnj1s","Illinois, USA",01-Dec-2021
RT @ClownBasket: ?€?A federal district court judge has rejected a claim by the U.S. Department of Defense (DOD) that the Pfizer-BioNTech COVI?€?,"New Jermany, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Wisconsin, USA",01-Dec-2021
"RT @MFGgearOfficial: ???? Maybe the vaccine isn?€?t the cure-all! 

Dying COVID-19 Patient Recovers After Court Orders Hospital to Administer Iv?€?","Florida, USA",01-Dec-2021
"Televangelist Marcus Lamb, the founder of the Daystar Television Network that promoted anti-vaccine messages, died?€? https://t.co/0l3efL6uRd","New York, USA",01-Dec-2021
"President of the European Commission, Ursula von der Leyen, calls for COVID-19 vaccine mandates across the entire E?€? https://t.co/nBOEkryEaj",USA,01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Texas, USA",01-Dec-2021
The truth exposed. The government is lying to America. Fauci is lying.  https://t.co/7Fld0i1Z38,"Downtown, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","California, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Oregon, USA",01-Dec-2021
"To get vaccinated and pass the patriot act. So it brings to mind covid 19, on how the gov is pushing this vaccine.","Texas, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Florida, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Pennsylvania, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Ohio, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Florida, USA",01-Dec-2021
"RT @marynlm: Marcus Lamb, head of Daystar, a major anti-vaccine Christian television network, dies after getting Covid-19 - The Washington?€?","New York, USA",01-Dec-2021
"Marcus Lamb, head of Daystar, a major anti-vaccine Christian television network, dies after getting Covid-19 - The?€? https://t.co/gIkDqToqQA","Florida, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Pennsylvania, USA",01-Dec-2021
@GOP Why should we listen to the minority who don't believe that over 80% of Americans already got a vaccine agains?€? https://t.co/CYCjfU8TOM,"North Carolina, USA",01-Dec-2021
@RexChapman I overheard people saying they don?€?t want to take the #CovidVaccine because a ?€?ton of athletes dropped?€? https://t.co/GGnfZcw4tm,"South Carolina, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","California, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","North Carolina, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","West Virginia, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Texas, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","California, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?",USA,01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?",AZ USA,01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Kansas, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","California, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?",Canada and USA ????????????????,01-Dec-2021
"RT @NC5: The exemptions issued by the comptroller?€?s office allowed those federally awarded for amended contracts, subcontracts or post seco?€?","Tennessee, USA",01-Dec-2021
"RT @Frimtanklin: The more anti-vaxxers there are, the less anti-vaxxers there are.
https://t.co/DB1oQ6Zhfw","?€?The Bay?€? Nor California, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Florida, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Georgia, USA",01-Dec-2021
"Weird coincidence!

?€?In recent months, a number of prominent anti-vaccine Christian broadcasters have died from Cov?€? https://t.co/F516AcQhtr","Best Coast, USA ????",01-Dec-2021
RT @BillyAngus4: Here come the child sacrifices.  https://t.co/ey5hEDnPpP via @cp24,USA,01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","New Mexico, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Oregon, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Florida, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Florida, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?",USA,01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","California, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Nebraska, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Texas, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Florida, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Texas, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Largo, FL, USA",01-Dec-2021
"RT @technology: Moderna falls after losing an appeal of a patent ruling involving a rival?€?s drug-delivery technology, which could make its?€?","Bergen County, NJ USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Virginia, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","North Carolina, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","California, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","New Jersey, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Washington, USA",01-Dec-2021
"RT @bradbatt: Alan Levine, you are so absolutely gutless

https://t.co/SKPNrKjQ03","Tennessee, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?",USA,01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?",USA ,01-Dec-2021
"@BarackObama @POTUS @CDC 10,128 dead from CoVID19 vaccines????
https://t.co/IXTwY9jnlu

@WHO where nearly 172 countrie?€? https://t.co/DZy0bLdjt3","North Carolina, USA",01-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?",USA,01-Dec-2021
